Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04054-04244).mp3;4054;4244;190;79831;aber gerade als er einen weiteren gedanken fasst nämlich dass womöglich gar nichts passieren;aber gerade als er einen weiteren gedanken fasst nämlich dass womöglich gar nichts passieren;train7;102
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04253-04412).mp3;4253;4412;159;66874;und der sturz immer weiter andauern wird schlägt er klatschend auf und sinkt;und der sturz immer weiter andauern wird schlägt er klatschend auf und sinkt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04441-04672).mp3;4441;4672;231;96967;und wieder dauert es einen augenblick bevor die eiseskälte zubeißt seine brust schnürt sich zu;und wieder dauert es einen augenblick bevor die eiseskälte zubeißt seine brust schnürt sich zu;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04696-04764).mp3;4696;4764;68;28840;vor seinen augen wird es schwarz;vor seinen augen wird es schwarz;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04809-04897).mp3;4809;4897;88;37199;er spürt wie ein fisch seine wange streift;er spürt wie ein fisch seine wange streift;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (04902-05010).mp3;4902;5010;108;45558;er spürt das wasser strömen spürt;er spürt das wasser strömen spürt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (05022-05172).mp3;5022;5172;150;63112;wie es schneller und schneller fließt spürt den sog zwischen seinen fingern;wie es schneller und schneller fließt spürt den sog zwischen seinen fingern;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (05210-05522).mp3;5210;5522;312;130822;er weiß dass er sich festhalten müsste aber woran nur alles ist in bewegung nichts festes irgendwo und dann spürt er eine bewegung über sich;er weiß dass er sich festhalten müsste aber woran nur alles ist in bewegung nichts festes irgendwo und dann spürt er eine bewegung über sich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (05537-05687).mp3;5537;5687;150;63112;und er muss daran denken dass er sich das sein lebtag vorgestellt hat;und er muss daran denken dass er sich das sein lebtag vorgestellt hat;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (05692-05767).mp3;5692;5767;75;31765;mit grauen und neugier;mit grauen und neugier;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (05792-06023).mp3;5792;6023;231;96967;die frage was er tun müsste wenn er tatsächlich einmal vor dem mühlrad in den bach fiele;die frage was er tun müsste wenn er tatsächlich einmal vor dem mühlrad in den bach fiele;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (06037-06539).mp3;6037;6539;462;193934;aber nun ist alles anders und er kann gar nichts tun und er weiß dass er gleich tot sein wird zerdrückt zerpresst zermahlen aber er erinnert sich doch dass er nicht auftauchen darf droben ist kein entkommen droben ist das rad;aber nun ist alles anders und er kann gar nichts tun und er weiß dass er gleich tot sein wird zerdrückt zerpresst zermahlen aber er erinnert sich doch dass er nicht auftauchen darf droben ist kein entkommen droben ist das rad;train8;100100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (06539-06624).mp3;6539;6624;85;35945;er muss nach unten;er muss nach unten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (06650-06719).mp3;6650;6719;69;29258;aber wo ist das unten;aber wo ist das unten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (06759-06921).mp3;6759;6921;162;68128;mit aller kraft macht er schwimmstöße sterben ist nichts das begreift er;mit aller kraft macht er schwimmstöße sterben ist nichts das begreift er;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (06920-07137).mp3;6920;7137;217;91116;es geht so schnell es ist keine große sache mach einen falschen schritt einen sprung eine bewegung;es geht so schnell es ist keine große sache mach einen falschen schritt einen sprung eine bewegung;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07136-07335).mp3;7136;7335;199;83592;und du bist kein lebender mehr ein grashalm reißt ein käfer wird zertreten eine flamme geht aus;und du bist kein lebender mehr ein grashalm reißt ein käfer wird zertreten eine flamme geht aus;train7;10203
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07337-07531).mp3;7337;7531;142;60187;ein mensch stirbt es ist nichts seine hände graben im schlamm;ein mensch stirbt es ist nichts seine hände graben im schlamm;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07567-07632).mp3;7567;7632;65;27586;er hat es auf den grund geschafft;er hat es auf den grund geschafft;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07667-07755).mp3;7667;7755;88;37199;und da weiß er plötzlich dass er heute;und da weiß er plötzlich dass er heute;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07761-07826).mp3;7761;7826;65;27586;nicht sterben wird;nicht sterben wird;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (07856-08154).mp3;7856;8154;298;124970;fäden aus langem gras streicheln ihn dreck kommt in seine nase er spürt einen kalten griff am nacken hört ein knirschen spürt;fäden aus langem gras streicheln ihn dreck kommt in seine nase er spürt einen kalten griff am nacken hört ein knirschen spürt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08153-08245).mp3;8153;8245;92;38871;etwas am rücken dann an den fersen;etwas am rücken dann an den fersen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08277-08343).mp3;8277;8343;66;28004;er ist unterm mühlrad durch;er ist unterm mühlrad durch;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08383-08448).mp3;8383;8448;65;27586;er stößt sich vom boden ab;er stößt sich vom boden ab;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08471-08613).mp3;8471;8613;142;59769;während er aufsteigt sieht er kurz ein bleiches gesicht;während er aufsteigt sieht er kurz ein bleiches gesicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08627-08718).mp3;8627;8718;91;38453;die augen groß und leer der mund offen;die augen groß und leer der mund offen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08745-08833).mp3;8745;8833;88;37199;es leuchtet schwach in der wasserdunkelheit;es leuchtet schwach in der wasserdunkelheit;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (08850-09030).mp3;8850;9030;180;75651;wahrscheinlich der geist von einem kind das irgendwann weniger glück hatte als er;wahrscheinlich der geist von einem kind das irgendwann weniger glück hatte als er;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09062-09460).mp3;9062;9460;399;167602;er macht schwimmstöße schon ist er an der luft er atmet ein und spuckt schlamm und hustet und krallt sich im gras fest kriecht keuchend ans ufer;er macht schwimmstöße schon ist er an der luft er atmet ein und spuckt schlamm und hustet und krallt sich im gras fest kriecht keuchend ans ufer;train9;1000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09510-09633).mp3;9510;9633;123;51827;ein fleck bewegt sich auf dünnen beinchen vor seinem rechten auge;ein fleck bewegt sich auf dünnen beinchen vor seinem rechten auge;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09645-09744).mp3;9645;9744;99;41796;er blinzelt der fleck kommt näher;er blinzelt der fleck kommt näher;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09772-09882).mp3;9772;9882;110;46394;es kitzelt an seiner braue er drückt die hand ans gesicht;es kitzelt an seiner braue er drückt die hand ans gesicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09890-09955).mp3;9890;9955;65;27586;der fleck verschwindet;der fleck verschwindet;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 014.mp3;Daniel Kehlmann - Tyll - 014 (09971-00107).mp3;9971;107;154;65203;droben schwebt rund schillernd jemand beugt sich über ihn;droben schwebt rund schillernd jemand beugt sich über ihn;train8;1100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00106-00365).mp3;106;365;252;106163;es ist klaus er kniet sich hin streckt die hand aus und berührt seine brust murmelt etwas das er nicht versteht;es ist klaus er kniet sich hin streckt die hand aus und berührt seine brust murmelt etwas das er nicht versteht;train8;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00373-00521).mp3;373;521;148;62276;weil der hohe ton immer noch in der luft hängt und alles andere übertönt;weil der hohe ton immer noch in der luft hängt und alles andere übertönt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00527-00615).mp3;527;615;88;37199;aber da während sein vater spricht;aber da während sein vater spricht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00652-00739).mp3;652;739;87;36781;wird der ton leiser und leiser;wird der ton leiser und leiser;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00785-00919).mp3;785;919;130;55172;klaus steht auf der ton ist verstummt;klaus steht auf der ton ist verstummt;translate;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (00955-01035).mp3;955;1035;80;33855;jetzt ist auch agneta da;jetzt ist auch agneta da;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01063-01128).mp3;1063;1128;65;27586;und neben ihr rosa;und neben ihr rosa;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01152-01342).mp3;1152;1342;190;79831;jedes mal wenn wieder jemand auftaucht braucht er einen augenblick um das gesicht zu erkennen;jedes mal wenn wieder jemand auftaucht braucht er einen augenblick um das gesicht zu erkennen;train9;1100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01351-01514).mp3;1351;1514;163;68546;etwas in seinem kopf ist langsam geworden und arbeitet noch nicht wieder;etwas in seinem kopf ist langsam geworden und arbeitet noch nicht wieder;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01557-01650).mp3;1557;1650;93;39289;sein vater macht kreisende handbewegungen;sein vater macht kreisende handbewegungen;train7;20000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01682-01750).mp3;1682;1750;68;28840;er fühlt seine kräfte zurückkehren;er fühlt seine kräfte zurückkehren;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01794-01902).mp3;1794;1902;108;45558;er will sprechen aber aus seinem hals kommt nur krächzen;er will sprechen aber aus seinem hals kommt nur krächzen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (01934-02053).mp3;1934;2053;119;50156;agneta streicht ihm über die wange zwei mal;agneta streicht ihm über die wange zweimal;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02062-02183).mp3;2062;2183;121;50992;sagt sie bist du jetzt getauft;sagt sie bist du jetzt getauft;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02231-02296).mp3;2231;2296;65;27586;er versteht nicht was sie meint;er versteht nicht was sie meint;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02315-02418).mp3;2315;2418;103;43468;wahrscheinlich liegt es am schmerz in seinem kopf;wahrscheinlich liegt es am schmerz in seinem kopf;train9;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02429-02611).mp3;2429;2611;182;76487;einem schmerz so stark dass er nicht nur ihn sondern die welt selbst ausfüllt;einem schmerz so stark dass er nicht nur ihn sondern die welt selbst ausfüllt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02610-02772).mp3;2610;2772;162;68128;alle sichtbaren dinge die erde die menschen um ihn auch die wolke dort droben;alle sichtbaren dinge die erde die menschen um ihn auch die wolke dort droben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02784-02862).mp3;2784;2862;78;33019;die immer noch weiß ist wie frischer schnee;die immer noch weiß ist wie frischer schnee;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (02908-03212).mp3;2908;3212;266;112014;na komm ins haus sagt klaus seine stimme klingt tadelnd als hätte er ihn bei etwas verbotenem ertappt;na komm ins haus sagt klaus seine stimme klingt tadelnd als hätte er ihn bei etwas verbotenem ertappt;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (03248-03382).mp3;3248;3382;134;56425;der junge setzt sich auf beugt sich vornüber und übergibt sich;der junge setzt sich auf beugt sich vornüber und übergibt sich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (03420-03523).mp3;3420;3523;103;43468;agneta kniet neben ihm und hält seinen kopf;agneta kniet neben ihm und hält seinen kopf;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (03562-03653).mp3;3562;3653;91;38453;dann sieht er wie sein vater weit ausholt;dann sieht er wie sein vater weit ausholt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (03680-03745).mp3;3680;3745;65;27586;und sepp eine ohrfeige gibt;und sepp eine ohrfeige gibt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (03776-04233).mp3;3776;4233;415;174290;sepps oberkörper kippt vornüber er hält sich die wange und richtet sich wieder auf da trifft ihn der nächste schlag und dann ein dritter wieder weit ausgeholt die wucht schleudert sepp fast zu boden;sepps oberkörper kippt vornüber er hält sich die wange und richtet sich wieder auf da trifft ihn der nächste schlag und dann ein dritter wieder weit ausgeholt die wucht schleudert sepp fast zu boden;train8;20114
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (04284-04545).mp3;4284;4545;221;93206;klaus reibt sich die schmerzenden hände sepp torkelt dem jungen ist klar dass er das nur vorspielt;klaus reibt sich die schmerzenden hände sepp torkelt dem jungen ist klar dass er das nur vorspielt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (04566-04631).mp3;4566;4631;65;27586;es hat ihm nicht sehr wehgetan;es hat ihm nicht sehr wehgetan;train9;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (04630-04715).mp3;4630;4715;85;35945;er ist wesentlich stärker als der müller;er ist wesentlich stärker als der müller;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (04744-04973).mp3;4744;4973;229;96131;aber auch er weiß dass man dafür bestraft werden muss wenn man das kind seines brotgebers fast tötet;aber auch er weiß dass man dafür bestraft werden muss wenn man das kind seines brotgebers fast tötet;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (05001-05498).mp3;5001;5498;497;208144;so wie wiederum der müller und alle anderen wissen dass man ihn nicht einfach fortjagen kann klaus braucht drei knechte mit weniger geht es nicht und wenn einer davon ausfällt kann es wochen dauern bis ein neuer müllersknecht auf wanderschaft auftaucht;so wie wiederum der müller und alle anderen wissen dass man ihn nicht einfach fortjagen kann klaus braucht drei knechte mit weniger geht es nicht und wenn einer davon ausfällt kann es wochen dauern bis ein neuer müllersknecht auf wanderschaft auftaucht;train9;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (05507-05715).mp3;5507;5715;208;87354;die bauernknechte wollen nicht in der mühle arbeiten sie liegt zu weit vom dorf und der beruf ist ehrlos;die bauernknechte wollen nicht in der mühle arbeiten sie liegt zu weit vom dorf und der beruf ist ehrlos;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (05723-05798).mp3;5723;5798;75;31765;nur die verzweifelten sind dazu bereit;nur die verzweifelten sind dazu bereit;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (05837-05952).mp3;5837;5952;115;48484;komm ins haus sagt nun auch agneta;komm ins haus sagt nun auch agneta;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (05994-06059).mp3;5994;6059;65;27586;es ist fast dunkel;es ist fast dunkel;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (06059-06242).mp3;6059;6242;183;76905;alle haben es eilig denn keiner will mehr draußen sein jeder weiß was sich nachts in den wäldern herumtreibt;alle haben es eilig denn keiner will mehr draußen sein jeder weiß was sich nachts in den wäldern herumtreibt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (06282-06347).mp3;6282;6347;65;27586;zwei mal getauft;zweimal getauft;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 015.mp3;Daniel Kehlmann - Tyll - 015 (06373-06438).mp3;6373;6438;65;27586;sagt agneta wieder;sagt agneta wieder;train;0
